geonlp_id,entry_id,body,suffix,fullname,body_kana,suffix_kana,ne_class,hypernym,address,tel,longitude,latitude,code,address_level
"8qLHtw","01667","鶴居","村/","鶴居村","ツルイ","ムラ/","市区町村/村","北海道/阿寒郡","阿寒郡鶴居村鶴居西１−１","0154-64-2111","144.32152","43.23014","lasdec:016675/jisx0402:01667","3"
"QmKAbz","01668","白糠","町/","白糠町","シラヌカ","チョウ/","市区町村/町","北海道/白糠郡","白糠郡白糠町西１条南１−１−１","01547-2-2171","144.07153","42.95581","lasdec:016683/jisx0402:01668","3"
"yiJsTC","01669","音別","町/","音別町","オンベツ","チョウ/","市区町村/町","北海道/白糠郡","白糠郡音別町本町１丁目４０番地","01547-6-2231",,,"lasdec:016691/jisx0402:01669","3"
"geIlBF","01690","根室","振興局/","根室振興局","ネムロ","シンコウキョク/","行政地域/振興局","北海道","根室市常磐町３丁目２８番地","01532-3-6131","145.58116","43.33073","lasdec:016900/jisx0402:01690","2"
"YaHejI","01691","別海","町/","別海町","ベツカイ","チョウ/","市区町村/町","北海道/野付郡","野付郡別海町別海常盤町２８０","0153-75-2111","145.11774","43.39565","lasdec:016918/jisx0402:01691","3"
"G6G71L","01692","中標津","町/","中標津町","ナカシベツ","チョウ/","市区町村/町","北海道/標津郡","標津郡中標津町丸山２−２２","0153-73-3111","144.97139","43.55628","lasdec:016926/jisx0402:01692","3"
"o2EZJO","01693","標津","町/","標津町","シベツ","チョウ/","市区町村/町","北海道/標津郡","標津郡標津町北２条西１−１−３","0153-82-2131","145.13138","43.66164","lasdec:016934/jisx0402:01693","3"
"5YDSrR","01694","羅臼","町/","羅臼町","ラウス","チョウ/","市区町村/町","北海道/目梨郡","目梨郡羅臼町栄町１００−８３","0153-87-2111","145.18791","44.02666","lasdec:016942/jisx0402:01694","3"
"NUCL9U","01695","色丹","村/","色丹村","シコタン","ムラ/","市区町村/村","北海道/色丹郡","戸籍事務管掌・根室市常盤町２丁目２７番地","01532-3-6111","140.42854","36.46085","lasdec:016951/jisx0402:01695","3"
"vQBDRX","01696","泊","村/","泊村","トマリ","ムラ/","市区町村/村","北海道/国後郡","（管掌地）根室市常盤町２丁目２７番地","01532-3-6111",,,"lasdec:016969/jisx0402:01696","3"
"dMAwA0","01697","留夜別","村/","留夜別村","ルヨベツ","ムラ/","市区町村/村","北海道/国後郡","戸籍事務管掌・根室市常盤町２丁目２７番地","01532-3-6111","140.42854","36.46085","lasdec:016977/jisx0402:01697","3"
"VIzpi3","01698","留別","村/","留別村","ルベツ","ムラ/","市区町村/村","北海道/択捉郡","戸籍事務管掌・根室市常盤町２丁目２７番地","01532-3-6111","140.42854","36.46085","lasdec:016985/jisx0402:01698","3"
"DEyi06","01699","紗那","村/","紗那村","シャナ","ムラ/","市区町村/村","北海道/紗那郡","戸籍事務管掌・根室市常盤町２丁目２７番地","01532-3-6111","140.42854","36.46085","lasdec:016993/jisx0402:01699","3"
"lAxaI9","01700","蕊取","村/","蕊取村","シベトロ","ムラ/","市区町村/村","北海道/蕊取郡","戸籍事務管掌・根室市常盤町２丁目２７番地","01532-3-6111","140.42854","36.46085","lasdec:017001/jisx0402:01700","3"
"3ww3qc","02201","青森","市/","青森市","アオモリ","シ/","市区町村/市","青森県","青森市中央１−２２−５","017-734-1111","140.74733","40.82296","lasdec:022012/jisx0402:02201","3"
"LsuW8f","02202","弘前","市/","弘前市","ヒロサキ","シ/","市区町村/市","青森県","弘前市大字上白銀町１−１","0172-35-1111","140.46312","40.60315","lasdec:022021/jisx0402:02202","3"
"totOQi","02203","八戸","市/","八戸市","ハチノヘ","シ/","市区町村/市","青森県","八戸市内丸１−１−１","0178-43-2111","141.49001","40.51186","lasdec:022039/jisx0402:02203","3"
"bksHyl","02204","黒石","市/","黒石市","クロイシ","シ/","市区町村/市","青森県","黒石市大字市ノ町１１−１","0172-52-2111","140.59439","40.64252","lasdec:022047/jisx0402:02204","3"
"TgrAgo","02205","五所川原","市/","五所川原市","ゴショガワラ","シ/","市区町村/市","青森県","五所川原市字岩木町１２","0173-35-2111","140.44099","40.80772","lasdec:022055/jisx0402:02205","3"
"BcqsYr","02206","十和田","市/","十和田市","トワダ","シ/","市区町村/市","青森県","十和田市西十二番町６−１","0176-23-5111","141.20628","40.61333","lasdec:022063/jisx0402:02206","3"
"j8plGu","02207","三沢","市/","三沢市","ミサワ","シ/","市区町村/市","青森県","三沢市桜町１−１−３８","0176-53-5111","141.36845","40.68342","lasdec:022071/jisx0402:02207","3"
"14oeox","02208","むつ","市/","むつ市","ムツ","シ/","市区町村/市","青森県","むつ市中央１丁目８−１","0175-22-1111","141.18521","41.29221","lasdec:022080/jisx0402:02208","3"
"J0n76A","02209","つがる","市/","つがる市","ツガル","シ/","市区町村/市","青森県","つがる市木造若緑６１−１","0173-42-2111","140.37987","40.80915","lasdec:022098/jisx0402:02209","3"
"qWlZOD","02210","平川","市/","平川市","ヒラカワ","シ/","市区町村/市","青森県","平川市柏木町藤山２５−６","0172-44-1111","140.56442","40.5834","lasdec:022101/jisx0402:02210","3"
"8SkSwG","02300","東津軽","郡/","東津軽郡","ヒガシツガル","グン/","行政地域/郡","青森県","青森県東津軽郡",,"140.87463","40.9793","lasdec:023001/jisx0402:02300","2"
"QOjLeJ","02301","平内","町/","平内町","ヒラナイ","マチ/","市区町村/町","青森県/東津軽郡","東津軽郡平内町大字小湊字小湊６３","017-755-2111","140.95663","40.9266","lasdec:023019/jisx0402:02301","3"
"yKiDWM","02302","蟹田","町/","蟹田町","カニタ","マチ/","市区町村/町","青森県/東津軽郡","東津軽郡蟹田町大字中師字宮本８７番地の１","0174-22-2345","140.64053","41.04803","lasdec:023027/jisx0402:02302","3"
"gGhwEP","02303","今別","町/","今別町","イマベツ","マチ/","市区町村/町","青森県/東津軽郡","東津軽郡今別町大字今別字今別１６７","0174-35-2001","140.48236","41.18291","lasdec:023035/jisx0402:02303","3"
"YCgpmS","02304","蓬田","村/","蓬田村","ヨモギタ","ムラ/","市区町村/村","青森県/東津軽郡","東津軽郡蓬田村大字蓬田字汐越１−３","0174-27-2111","140.64726","40.97652","lasdec:023043/jisx0402:02304","3"
"Gyfi4V","02305","平舘","村/","平舘村","タイラダテ","ムラ/","市区町村/村","青森県/東津軽郡","東津軽郡平舘村大字根岸字湯の沢１９６番地","0174-25-2111","140.6394","41.15064","lasdec:023051/jisx0402:02305","3"
"oueaMY","02306","三厩","村/","三厩村","ミンマヤ","ムラ/","市区町村/村","青森県/東津軽郡","東津軽郡三厩村字本町５９番地","0174-37-2001","140.4296","41.19543","lasdec:023060/jisx0402:02306","3"
"6qd3v1","02307","外ヶ浜","町/","外ヶ浜町","ソトガハマ","マチ/","市区町村/町","青森県/東津軽郡","東津軽郡外ヶ浜町字蟹田高銅屋４４−２","0174-31-1111","140.63258","41.04089","lasdec:023078/jisx0402:02307","3"
"OmbWd4","02320","西津軽","郡/","西津軽郡","ニシツガル","グン/","行政地域/郡","青森県","青森県西津軽郡",,"140.2464","40.68822","lasdec:023205/jisx0402:02320","2"
"wiaOV7","02321","鰺ヶ沢","町/","鰺ヶ沢町","アジガサワ","マチ/","市区町村/町","青森県/西津軽郡","西津軽郡鰺ヶ沢町大字本町２０９−２","0173-72-2111","140.2081","40.77999","lasdec:023213/jisx0402:02321","3"
"ee9HDa","02322","木造","町/","木造町","キヅクリ","マチ/","市区町村/町","青森県/西津軽郡","西津軽郡木造町字若緑６１番地の１","0173-42-2111","140.37987","40.80915","lasdec:023221/jisx0402:02322","3"
"Wa8Ald","02323","深浦","町/","深浦町","フカウラ","マチ/","市区町村/町","青森県/西津軽郡","西津軽郡深浦町大字深浦字苗代沢８４−２","0173-74-2111","139.93459","40.65416","lasdec:023230/jisx0402:02323","3"
"E67t3g","02324","森田","村/","森田村","モリタ","ムラ/","市区町村/村","青森県/西津軽郡","西津軽郡森田村大字山田字山崎６１番地","0173-26-2111","140.36978","40.77664","lasdec:023248/jisx0402:02324","3"
"m26lLj","02325","岩崎","村/","岩崎村","イワサキ","ムラ/","市区町村/村","青森県/西津軽郡","西津軽郡岩崎村大字岩崎字松原４４番地７","0173-77-2111",,,"lasdec:023256/jisx0402:02325","3"
"3Y5etm","02326","柏","村/","柏村","カシワ","ムラ/","市区町村/村","青森県/西津軽郡","西津軽郡柏村大字桑野木田字福井２０番地の４","0173-25-2111","140.3959","40.77942","lasdec:023264/jisx0402:02326","3"
"LU47bp","02327","稲垣","村/","稲垣村","イナガキ","ムラ/","市区町村/村","青森県/西津軽郡","西津軽郡稲垣村大字沼崎字幾代崎４９番地","0173-46-2111",,,"lasdec:023272/jisx0402:02327","3"
"tQ2ZTs","02328","車力","村/","車力村","シャリキ","ムラ/","市区町村/村","青森県/西津軽郡","西津軽郡車力村大字車力字花林６５番地","0173-56-2111",,,"lasdec:023281/jisx0402:02328","3"
"bM1SBv","02340","中津軽","郡/","中津軽郡","ナカツガル","グン/","行政地域/郡","青森県","青森県中津軽郡",,"140.2645","40.53081","lasdec:023400/jisx0402:02340","2"
"TI0Ljy","02341","岩木","町/","岩木町","イワキ","マチ/","市区町村/町","青森県/中津軽郡","中津軽郡岩木町大字賀田１丁目１番地１","0172-82-3111",,,"lasdec:023418/jisx0402:02341","3"
"BDZE1B","02342","相馬","村/","相馬村","ソウマ","ムラ/","市区町村/村","青森県/中津軽郡","中津軽郡相馬村大字五所字野沢４１番地１号","0172-84-2111",,,"lasdec:023426/jisx0402:02342","3"
"jzYwJE","02343","西目屋","村/","西目屋村","ニシメヤ","ムラ/","市区町村/村","青森県/中津軽郡","中津軽郡西目屋村大字田代字稲元１４４","0172-85-2111","140.28912","40.57901","lasdec:023434/jisx0402:02343","3"
"1vXprH","02360","南津軽","郡/","南津軽郡","ミナミツガル","グン/","行政地域/郡","青森県","青森県南津軽郡",,"140.50885","40.69955","lasdec:023604/jisx0402:02360","2"
"JrWi9K","02361","藤崎","町/","藤崎町","フジサキ","マチ/","市区町村/町","青森県/南津軽郡","南津軽郡藤崎町大字西豊田１−１","0172-75-3111","140.50323","40.65599","lasdec:023612/jisx0402:02361","3"
"rnVaRN","02362","大鰐","町/","大鰐町","オオワニ","マチ/","市区町村/町","青森県/南津軽郡","南津軽郡大鰐町大字大鰐字羽黒館５−３","0172-48-2111","140.56653","40.51788","lasdec:023621/jisx0402:02362","3"
"9jU3zQ","02363","尾上","町/","尾上町","オノエ","マチ/","市区町村/町","青森県/南津軽郡","南津軽郡尾上町大字猿賀字石林１０番地１号","0172-57-3111","140.56937","40.61351","lasdec:023639/jisx0402:02363","3"
"RfSWhT","02364","浪岡","町/","浪岡町","ナミオカ","マチ/","市区町村/町","青森県/南津軽郡","南津軽郡浪岡町大字浪岡字稲村１０１番地の１","0172-62-1111","140.59676","40.70911","lasdec:023647/jisx0402:02364","3"
"zbROZW","02365","平賀","町/","平賀町","ヒラカ","マチ/","市区町村/町","青森県/南津軽郡","南津軽郡平賀町大字柏木町字藤山２５番地の６","0172-44-3001","140.5701","40.57932","lasdec:023655/jisx0402:02365","3"
"h7QHHZ","02366","常盤","村/","常盤村","トキワ","ムラ/","市区町村/村","青森県/南津軽郡","南津軽郡常盤村大字水木字村上１番地の１","0172-65-2111",,,"lasdec:023663/jisx0402:02366","3"
"Z3PAq2","02367","田舎館","村/","田舎館村","イナカダテ","ムラ/","市区町村/村","青森県/南津軽郡","南津軽郡田舎館村大字田舎館字中辻１２３−１","0172-58-2111","140.55482","40.63211","lasdec:023671/jisx0402:02367","3"
"GZOt85","02368","碇ヶ関","村/","碇ヶ関村","イカリガセキ","ムラ/","市区町村/村","青森県/南津軽郡","南津軽郡碇ヶ関村大字碇ヶ関字三笠山１０７番地の３","0172-45-2011","140.63045","40.47235","lasdec:023680/jisx0402:02368","3"
"oVNlQ8","02380","北津軽","郡/","北津軽郡","キタツガル","グン/","行政地域/郡","青森県","青森県北津軽郡",,"140.46312","40.70143","lasdec:023809/jisx0402:02380","2"
"6RMeyb","02381","板柳","町/","板柳町","イタヤナギ","マチ/","市区町村/町","青森県/北津軽郡","北津軽郡板柳町大字板柳字土井２３９−３","0172-73-2111","140.45825","40.69413","lasdec:023817/jisx0402:02381","3"
"ONL7ge","02382","金木","町/","金木町","カナギ","マチ/","市区町村/町","青森県/北津軽郡","北津軽郡金木町大字金木字朝日山３２３番地","0173-53-2111",,,"lasdec:023825/jisx0402:02382","3"
"wJJZYh","02383","中里","町/","中里町","ナカサト","マチ/","市区町村/町","青森県/北津軽郡","北津軽郡中里町字亀山４３４番地","0173-57-2111",,,"lasdec:023833/jisx0402:02383","3"
"eFISGk","02384","鶴田","町/","鶴田町","ツルタ","マチ/","市区町村/町","青森県/北津軽郡","北津軽郡鶴田町大字鶴田字早瀬２００−１","0173-22-2111","140.42917","40.75877","lasdec:023841/jisx0402:02384","3"
"WBHLon","02385","市浦","村/","市浦村","シウラ","ムラ/","市区町村/村","青森県/北津軽郡","北津軽郡市浦村大字相内字相内３４９番地１","0173-62-2111","140.34859","41.05492","lasdec:023850/jisx0402:02385","3"
"ExGE6q","02386","小泊","村/","小泊村","コドマリ","ムラ/","市区町村/村","青森県/北津軽郡","北津軽郡小泊村字小泊２８２番地","0173-64-2111","140.30411","41.13147","lasdec:023868/jisx0402:02386","3"
"mtFwOt","02387","中泊","町/","中泊町","ナカドマリ","マチ/","市区町村/町","青森県/北津軽郡","北津軽郡中泊町大字中里字亀山４３４−１","0173-57-2111","140.4328","40.9638","lasdec:023876/jisx0402:02387","3"
"4pEpww","02400","上北","郡/","上北郡","カミキタ","グン/","行政地域/郡","青森県","青森県上北郡",,"141.1441","40.86882","lasdec:024007/jisx0402:02400","2"
"MlDiez","02401","野辺地","町/","野辺地町","ノヘジ","マチ/","市区町村/町","青森県/上北郡","上北郡野辺地町字野辺地１２３−１","0175-64-2111","141.12782","40.86393","lasdec:024015/jisx0402:02401","3"
"uhCaWC","02402","七戸","町/","七戸町","シチノヘ","マチ/","市区町村/町","青森県/上北郡","上北郡七戸町字森ノ上１３１−４","0176-68-2111","141.16293","40.74576","lasdec:024023/jisx0402:02402","3"
"cdB3EF","02403","百石","町/","百石町","モモイシ","マチ/","市区町村/町","青森県/上北郡","上北郡百石町字上明堂６０番地の６","0178-52-2111","141.42847","40.59526","lasdec:024031/jisx0402:02403","3"
"U9zWmI","02404","十和田湖","町/","十和田湖町","トワダコ","マチ/","市区町村/町","青森県/上北郡","上北郡十和田湖町大字奥瀬字中平７０番地３","0176-72-2311",,,"lasdec:024040/jisx0402:02404","3"
"C5yP4L","02405","六戸","町/","六戸町","ロクノヘ","マチ/","市区町村/町","青森県/上北郡","上北郡六戸町大字犬落瀬字前谷地６０","0176-55-3111","141.32521","40.61006","lasdec:024058/jisx0402:02405","3"
"k1xHMO","02406","横浜","町/","横浜町","ヨコハマ","マチ/","市区町村/町","青森県/上北郡","上北郡横浜町字寺下３５","0175-78-2111","141.24797","41.08322","lasdec:024066/jisx0402:02406","3"
"1XwAuR","02407","上北","町/","上北町","カミキタ","マチ/","市区町村/町","青森県/上北郡","上北郡大字上野字南谷地３２番地の４８４","0176-56-3111","141.1441","40.86882","lasdec:024074/jisx0402:02407","3"
"JTvtcU","02408","東北","町/","東北町","トウホク","マチ/","市区町村/町","青森県/上北郡","上北郡東北町上北南４−３２−４８４","0176-56-3111","141.25664","40.72785","lasdec:024082/jisx0402:02408","3"
"rPulUX","02409","天間林","村/","天間林村","テンマバヤシ","ムラ/","市区町村/村","青森県/上北郡","上北郡天間林村大字天間舘字森ノ上１３１番地４号","0176-68-2111","141.16293","40.74576","lasdec:024091/jisx0402:02409","3"
"9LteD0","02410","下田","町/","下田町","シモダ","マチ/","市区町村/町","青森県/上北郡","上北郡下田町字中下田１３５番地の２","0178-56-2111","141.39618","40.60144","lasdec:024104/jisx0402:02410","3"
"RHs7l3","02411","六ヶ所","村/","六ヶ所村","ロッカショ","ムラ/","市区町村/村","青森県/上北郡","上北郡六ヶ所村大字尾駮字野附４７５","0175-72-2111","141.36357","40.97916","lasdec:024112/jisx0402:02411","3"
"zDr036","02412","おいらせ","町/","おいらせ町","オイラセ","チョウ/","市区町村/町","青森県/上北郡","上北郡おいらせ町中下田１３５−２","0178-56-2111","141.39618","40.60144","lasdec:024121/jisx0402:02412","3"
"hzpSL9","02420","下北","郡/","下北郡","シモキタ","グン/","行政地域/郡","青森県","青森県下北郡",,"140.91342","41.50916","lasdec:024201/jisx0402:02420","2"
"ZvoLtc","02421","川内","町/","川内町","カワウチ","マチ/","市区町村/町","青森県/下北郡","下北郡川内町大字川内字川内４３５番地２","0175-42-2111",,,"lasdec:024210/jisx0402:02421","3"
"HrnEbf","02422","大畑","町/","大畑町","オオハタ","マチ/","市区町村/町","青森県/下北郡","下北郡大畑町大字大畑字中島１０８番地５","0175-34-2111","141.17543","41.40314","lasdec:024228/jisx0402:02422","3"
"pnmwTi","02423","大間","町/","大間町","オオマ","マチ/","市区町村/町","青森県/下北郡","下北郡大間町大字大間字大間１０４","0175-37-2111","140.90842","41.52091","lasdec:024236/jisx0402:02423","3"
"7jlpBl","02424","東通","村/","東通村","ヒガシドオリ","ムラ/","市区町村/村","青森県/下北郡","下北郡東通村大字砂子又字沢内５−３４","0175-27-2111","141.32529","41.27972","lasdec:024244/jisx0402:02424","3"
"Pfkijo","02425","風間浦","村/","風間浦村","カザマウラ","ムラ/","市区町村/村","青森県/下北郡","下北郡風間浦村大字易国間字大川目２８−５","0175-35-2111","141.01819","41.46751","lasdec:024252/jisx0402:02425","3"
"xbjb1r","02426","佐井","村/","佐井村","サイ","ムラ/","市区町村/村","青森県/下北郡","下北郡佐井村大字佐井字糠森２０","0175-38-2111","140.83401","41.39824","lasdec:024261/jisx0402:02426","3"
"f7i3Ju","02427","脇野沢","村/","脇野沢村","ワキノサワ","ムラ/","市区町村/村","青森県/下北郡","下北郡脇野沢村大字脇野沢字渡向１４番地２","0175-44-2111",,,"lasdec:024279/jisx0402:02427","3"
"X3gWrx","02440","三戸","郡/","三戸郡","サンノヘ","グン/","行政地域/郡","青森県","青森県三戸郡",,"141.06895","40.38379","lasdec:024406/jisx0402:02440","2"
"EZfP9A","02441","三戸","町/","三戸町","サンノヘ","マチ/","市区町村/町","青森県/三戸郡","三戸郡三戸町大字在府小路町４３","0179-20-1111","141.25876","40.37849","lasdec:024414/jisx0402:02441","3"
"mVeHRD","02442","五戸","町/","五戸町","ゴノヘ","マチ/","市区町村/町","青森県/三戸郡","三戸郡五戸町字古舘２１−１","0178-62-2111","141.30742","40.53035","lasdec:024422/jisx0402:02442","3"
"4RdAzG","02443","田子","町/","田子町","タッコ","マチ/","市区町村/町","青森県/三戸郡","三戸郡田子町大字田子字天神堂平８１","0179-32-3111","141.12117","40.3562","lasdec:024431/jisx0402:02443","3"
"MNcthJ","02444","名川","町/","名川町","ナガワ","マチ/","市区町村/町","青森県/三戸郡","三戸郡名川町大字平字広場２２番地","0178-76-2111",,,"lasdec:024449/jisx0402:02444","3"
"uJblZM","02445","南部","町/","南部町","ナンブ","チョウ/","市区町村/町","青森県/三戸郡","三戸郡南部町大字苫米地字下宿２３−１","0178-84-2111","141.38393","40.46739","lasdec:024457/jisx0402:02445","3"
"cFaeHP","02446","階上","町/","階上町","ハシカミ","チョウ/","市区町村/町","青森県/三戸郡","三戸郡階上町大字道仏字天当平１−８７","0178-88-2111","141.6347","40.45661","lasdec:024465/jisx0402:02446","3"
"UB97pS","02447","福地","村/","福地村","フクチ","ムラ/","市区町村/村","青森県/三戸郡","三戸郡福地村大字苫米地字下宿２３番地の１","0178-84-2111",,,"lasdec:024473/jisx0402:02447","3"
"Cx807V","02448","南郷","村/","南郷村","ナンゴウ","ムラ/","市区町村/村","青森県/三戸郡","三戸郡南郷村大字市野沢字黒板１１番地１０","0178-82-2111",,,"lasdec:024481/jisx0402:02448","3"
"kt6SPY","02449","倉石","村/","倉石村","クライシ","ムラ/","市区町村/村","青森県/三戸郡","三戸郡倉石村大字中市字上ミ平１９番地１","0178-77-2111","141.25145","40.50649","lasdec:024490/jisx0402:02449","3"
"2p5Ly1","02450","新郷","村/","新郷村","シンゴウ","ムラ/","市区町村/村","青森県/三戸郡","三戸郡新郷村大字戸来字風呂前１０","0178-78-2111","141.17395","40.46556","lasdec:024503/jisx0402:02450","3"
"Kl4Eg4","03201","盛岡","市/","盛岡市","モリオカ","シ/","市区町村/市","岩手県","盛岡市内丸１２−２","019-651-4111","141.15434","39.70156","lasdec:032018/jisx0402:03201","3"
"sh3wY7","03202","宮古","市/","宮古市","ミヤコ","シ/","市区町村/市","岩手県","宮古市新川町２−１","0193-62-2111","141.95743","39.642","lasdec:032026/jisx0402:03202","3"
"ad2pGa","03203","大船渡","市/","大船渡市","オオフナト","シ/","市区町村/市","岩手県","大船渡市盛町字宇津野沢１５","0192-27-3111","141.69861","39.07964","lasdec:032034/jisx0402:03203","3"
"S91iod","03204","水沢","市/","水沢市","ミズサワ","シ/","市区町村/市","岩手県","水沢市大手町１丁目１番地","0197-24-2111","141.13911","39.14408","lasdec:032042/jisx0402:03204","3"
"A50b6g","03205","花巻","市/","花巻市","ハナマキ","シ/","市区町村/市","岩手県","花巻市花城町９−３０","0198-24-2111","141.11674","39.38816","lasdec:032051/jisx0402:03205","3"
"i0Z3Oj","03206","北上","市/","北上市","キタカミ","シ/","市区町村/市","岩手県","北上市芳町１−１","0197-64-2111","141.11357","39.28628","lasdec:032069/jisx0402:03206","3"
"ZWXWwm","03207","久慈","市/","久慈市","クジ","シ/","市区町村/市","岩手県","久慈市川崎町１−１","0194-52-2111","141.77596","40.19048","lasdec:032077/jisx0402:03207","3"
"HSWPep","03208","遠野","市/","遠野市","トオノ","シ/","市区町村/市","岩手県","遠野市東舘町８−１２","0198-62-2111","141.53314","39.328","lasdec:032085/jisx0402:03208","3"
"pOVHWs","03209","一関","市/","一関市","イチノセキ","シ/","市区町村/市","岩手県","一関市竹山町７−２","0191-21-2111","141.12685","38.93395","lasdec:032093/jisx0402:03209","3"
"7KUAEv","03210","陸前高田","市/","陸前高田市","リクゼンタカタ","シ/","市区町村/市","岩手県","陸前高田市高田町字館の沖１１０","0192-54-2111","141.6295","39.01508","lasdec:032107/jisx0402:03210","3"
"PGTtmy","03211","釜石","市/","釜石市","カマイシ","シ/","市区町村/市","岩手県","釜石市只越町３−９−１３","0193-22-2111","141.88553","39.27553","lasdec:032115/jisx0402:03211","3"
"xCSm4B","03212","江刺","市/","江刺市","エサシ","シ/","市区町村/市","岩手県","江刺市大通り１番８号","0197-35-2111","141.17564","39.19149","lasdec:032123/jisx0402:03212","3"
"fyReME","03213","二戸","市/","二戸市","ニノヘ","シ/","市区町村/市","岩手県","二戸市福岡字川又４７","0195-23-3111","141.30569","40.27036","lasdec:032131/jisx0402:03213","3"
"XuQ7uH","03214","八幡平","市/","八幡平市","ハチマンタイ","シ/","市区町村/市","岩手県","八幡平市大更第３５地割６２番地","0195-76-2111","141.09555","39.92656","lasdec:032140/jisx0402:03214","3"
"FqP0cK","03215","奥州","市/","奥州市","オウシュウ","シ/","市区町村/市","岩手県","奥州市水沢区大手町１−１","0197-24-2111","141.13911","39.14408","lasdec:032158/jisx0402:03215","3"
"nmNSUN","03300","岩手","郡/","岩手郡","イワテ","グン/","行政地域/郡","岩手県","岩手県岩手郡",,"140.97331","39.69789","lasdec:033006/jisx0402:03300","2"
"5iMLCQ","03301","雫石","町/","雫石町","シズクイシ","チョウ/","市区町村/町","岩手県/岩手郡","岩手郡雫石町千刈田５−１","019-692-2111","140.97636","39.69643","lasdec:033014/jisx0402:03301","3"
"NeLEkT","03302","葛巻","町/","葛巻町","クズマキ","マチ/","市区町村/町","岩手県/岩手郡","岩手郡葛巻町葛巻第１６地割１−１","0195-66-2111","141.43753","40.03949","lasdec:033022/jisx0402:03302","3"
"vaKx2W","03303","岩手","町/","岩手町","イワテ","マチ/","市区町村/町","岩手県/岩手郡","岩手郡岩手町大字五日市第１０地割４４","0195-62-2111","141.21104","39.97061","lasdec:033031/jisx0402:03303","3"
"d6JpKZ","03304","西根","町/","西根町","ニシネ","チョウ/","市区町村/町","岩手県/岩手郡","岩手郡西根町大更第３５地割６２番地","0195-76-2111",,,"lasdec:033049/jisx0402:03304","3"
"V2Iit2","03305","滝沢","村/","滝沢村","タキザワ","ムラ/","市区町村/村","岩手県/岩手郡","岩手郡滝沢村鵜飼字中鵜飼５５","019-684-2111","141.07642","39.73514","lasdec:033057/jisx0402:03305","3"
"CYHbb5","03306","松尾","村/","松尾村","マツオ","ムラ/","市区町村/村","岩手県/岩手郡","岩手郡松尾村野駄第１９地割７５番地","0195-74-2111",,,"lasdec:033065/jisx0402:03306","3"
"kUG3T8","03307","玉山","村/","玉山村","タマヤマ","ムラ/","市区町村/村","岩手県/岩手郡","岩手郡玉山村大字渋民字泉田７７番地１","019-683-2111","141.16432","39.84596","lasdec:033073/jisx0402:03307","3"
"2QEWBb","03308","安代","町/","安代町","アシロ","チョウ/","市区町村/町","岩手県/岩手郡","岩手県岩手郡安代町字叺田70番地","0195-72-2111","141.05809","40.09984","lasdec:033081/jisx0402:03308","3"
"KMDPje","03320","紫波","郡/","紫波郡","シワ","グン/","行政地域/郡","岩手県","岩手県紫波郡",,"141.11543","39.55011","lasdec:033201/jisx0402:03320","2"
"sICI1h","03321","紫波","町/","紫波町","シワ","チョウ/","市区町村/町","岩手県/紫波郡","紫波郡紫波町日詰字西裏２３−１","019-672-2111","141.16805","39.55392","lasdec:033219/jisx0402:03321","3"
"aEBAJk","03322","矢巾","町/","矢巾町","ヤハバ","チョウ/","市区町村/町","岩手県/紫波郡","紫波郡矢巾町大字南矢幅第１３地割１２３番地","019-697-2111","141.14325","39.60614","lasdec:033227/jisx0402:03322","3"
"SAAtrn","03323","都南","村/","都南村","トナン","ムラ/","市区町村/村","岩手県/紫波郡","岩手県紫波郡都南村大字津志田14-37-2","019-651-4111","141.15697","39.65525","lasdec:033235/jisx0402:03323","3"
"Awzm9q","03340","稗貫","郡/","稗貫郡","ヒエヌキ","グン/","行政地域/郡","岩手県","岩手県稗貫郡",,"141.14677","39.46925","lasdec:033405/jisx0402:03340","2"
"isyeRt","03341","大迫","町/","大迫町","オオハサマ","マチ/","市区町村/町","岩手県/稗貫郡","稗貫郡大迫町大迫第３地割１６１番地","0198-48-2111",,,"lasdec:033413/jisx0402:03341","3"
"0ox7zw","03342","石鳥谷","町/","石鳥谷町","イシドリヤ","チョウ/","市区町村/町","岩手県/稗貫郡","稗貫郡石鳥谷町八幡第４地割１６１番地","0198-45-2111","141.14677","39.46925","lasdec:033421/jisx0402:03342","3"
"Ikw0hz","03360","和賀","郡/","和賀郡","ワガ","グン/","行政地域/郡","岩手県","岩手県和賀郡",,"140.7272","39.33228","lasdec:033600/jisx0402:03360","2"
"qguSZC","03361","東和","町/","東和町","トウワ","チョウ/","市区町村/町","岩手県/和賀郡","和賀郡東和町土沢８区６０番地","0198-42-2111","141.23062","39.39017","lasdec:033618/jisx0402:03361","3"
"8ctLHF","03362","和賀","町/","和賀町","ワガ","チョウ/","市区町村/町","岩手県/和賀郡","岩手県和賀郡和賀町",,"140.96872","39.30756","lasdec:033626/jisx0402:03362","3"
"Q8sEpI","03363","湯田","町/","湯田町","ユダ","マチ/","市区町村/町","岩手県/和賀郡","和賀郡湯田町４０地割４０番地７１","0197-82-2111",,,"lasdec:033634/jisx0402:03363","3"
"y4rx7L","03364","江釣子","村/","江釣子村","エヅリコ","ムラ/","市区町村/村","岩手県/和賀郡","岩手県和賀郡江釣子村",,,,"lasdec:033642/jisx0402:03364","3"
