geonlp_id,entry_id,body,body_kana,ne_class,latitude,longitude,hypernym,標高,三角点名称,備考
"k9RWcW","211","男甑山","オトココシキヤマ","山地/峰","39.01194","140.31056","山形県/出羽山地/甑山","981","母子鬼山","'甑山'の峰"
"25QOUZ","212","神室山","カムロサン","山地","38.90222","140.49222","秋田県山形県/奥羽山脈中部","1365","神室山","　"
"K1PHD2","213","火打岳","ヒウチダケ","山地","38.84028","140.44833","山形県/奥羽山脈中部","1238","火打岳","　"
"rXOAl5","214","加無山","カブヤマ","山地","39.00944","140.26028","山形県/出羽山地","997","加無","25000分の1地形図未記載"
"9TNt38","215","男加無山","オカブヤマ","山地/峰","39.00944","140.26028","山形県/出羽山地/加無山","997","加無","'加無山'の峰"
"RPMlLb","216","丁岳","ヒノトダケ","山地","39.03194","140.21944","秋田県山形県/出羽山地","1146","丁岳","　"
"zLLete","217","薬來山","ヤクライサン","山地","38.57556","140.70528","宮城県/奥羽山脈南部","553","薬来山","'來'はクサカンムリに'來'"
"hHK7bh","218","鳥海山","チョウカイザン","山地","39.09917","140.04889","山形県/出羽山地","2236","測定点","　"
"ZDIZTk","219","新山","シンザン","山地/峰","39.09917","140.04889","山形県/出羽山地/鳥海山","2236","測定点","'鳥海山'の峰"
"HzHSBn","220","翁峠","オキナトウゲ","山地","38.65083","140.54472","山形県/奥羽山脈南部","1075","翁峠","　"
"pvGLjq","221","杢蔵山","モクゾウヤマ","山地","38.78944","140.40139","山形県/奥羽山脈中部","1026","木葛岳","Ｈ21三角点標高改訂　"
"7rFE1t","222","泉ヶ岳","イズミガダケ","山地","38.41194","140.70889","宮城県/奥羽山脈南部","1175","測定点","　"
"PnEwJw","223","太白山","タイハクサン","山地","38.23500","140.80222","宮城県/奥羽山脈南部","321","生出森","　"
"xjDprz","224","船形山","フナガタヤマ","山地","38.45556","140.61972","宮城県山形県/奥羽山脈南部","1500","舟形山","　"
"ffCi9C","225","御所山","ゴショザン","山地","38.45556","140.61972","宮城県山形県/奥羽山脈南部","1500","舟形山","'船形山'の別名"
"XbBaRF","226","大東岳","ダイトウダケ","山地","38.30222","140.52361","宮城県/奥羽山脈南部","1366","大東山","おおあずまだけ　"
"F7A3zI","227","葉山","ハヤマ","山地","38.52917","140.21056","山形県/朝日山地","1462","葉山","　"
"n3yWhL","228","羽黒山","ハグロサン","山地","38.70250","139.98278","山形県/朝日山地","414","標高点","　"
"4ZxOZO","229","青麻山","アオソヤマ","山地","38.08472","140.60750","宮城県/奥羽山脈南部/蔵王山とその周辺","799","青麻","　"
"MVwHHR","230","蔵王山","ザオウザン","山地","38.07556","140.47889","宮城県/奥羽山脈南部/蔵王山とその周辺","1705","不忘山","　"
"uRvApU","231","不忘山","フボウサン","山地/峰","38.07556","140.47889","宮城県/奥羽山脈南部/蔵王山とその周辺","1705","不忘山","'蔵王山'の峰,'御前岳'の別名"
"cNut7X","232","御前岳","ゴゼンダケ","山地/峰","38.07556","140.47889","宮城県/奥羽山脈南部/蔵王山とその周辺","1705","不忘山","'蔵王山'の峰,'不忘山'の別名"
"UJtlQ0","233","月山","ガッサン","山地","38.54889","140.02694","山形県/朝日山地","1984","標高点","　"
"CFsey3","234","蔵王山","ザオウザン","山地","38.09583","140.47611","宮城県/奥羽山脈南部/蔵王山とその周辺","1825","標高点","　"
"kBr7g6","235","屛風岳","ビョウブダケ","山地/峰","38.09583","140.47611","宮城県/奥羽山脈南部/蔵王山とその周辺/蔵王山","1825","標高点","'蔵王山'の峰"
"2xpZY9","236","蔵王山","ザオウザン","山地","38.14361","140.44000","山形県/奥羽山脈南部/蔵王山とその周辺","1841","測定点","　"
"KtoSGc","237","熊野岳","クマノダケ","山地/峰","38.14361","140.44000","山形県/奥羽山脈南部/蔵王山とその周辺/蔵王山","1841","測定点","'蔵王山'の峰"
"spnLof","238","高館山","タカダテヤマ","山地","38.76306","139.74750","山形県/朝日山地","273","高舘山","Ｈ23三角点再設置　"
"almE6i","239","金峰山","キンボウサン","山地","38.68222","139.79806","山形県/朝日山地","471","標高点","　"
"ShlwOl","240","霊山","リョウゼン","山地","37.76889","140.68750","福島県/阿武隈高地","825","測定点","東の物見　"
"Adkpwo","241","白鷹山","シラタカヤマ","山地","38.22278","140.17306","山形県/朝日山地","994","標高点","　"
"i9jier","242","温海岳","アツミダケ","山地","38.62000","139.63083","山形県/朝日山地","736","温海岳","　"
"05iaWu","243","日山","ヒヤマ","山地","37.54306","140.68361","福島県/阿武隈高地","1057","標高点","　"
"I1h3Ex","244","天王山","テンノウザン","山地","37.54306","140.68361","福島県/阿武隈高地","1057","標高点","'日山'の別名"
"pXfWmA","245","摩耶山","マヤサン","山地","38.52028","139.72778","山形県/朝日山地","1020","麻耶山","　"
"7TeP4D","246","信夫山","シノブヤマ","山地","37.77083","140.46167","福島県/奥羽山脈南部/吾妻山とその周辺","275","測定点","　"
"PPdHMG","247","栗子山","クリコヤマ","山地","37.87444","140.27000","福島県山形県/奥羽山脈南部/吾妻山とその周辺","1217","栗子山","　"
"xLcAuJ","248","朝日岳","アサヒダケ","山地","38.26056","139.92222","山形県/朝日山地","1871","朝日岳","Ｈ22三角点標高改訂　"
"fHbtcM","249","大朝日岳","オオアサヒダケ","山地/峰","38.26056","139.92222","山形県/朝日山地/朝日岳","1871","朝日岳","'朝日岳'の峰"
"XDalUP","250","以東岳","イトウダケ","山地","38.34306","139.84917","山形県新潟県/朝日山地","1772","以東ケ岳","Ｈ22三角点標高改訂　"
"Fz9eCS","251","鎌倉岳","カマクラダケ","山地","37.46694","140.68889","福島県/阿武隈高地","967","鎌倉岳","　"
"nv87kV","252","祝瓶山","イワイガメヤマ","山地","38.19750","139.87972","山形県/朝日山地","1417","祝瓶山","　"
"5r702Y","253","大滝根山","オオタキネヤマ","山地","37.35500","140.70167","福島県/阿武隈高地","1192","大滝根山","　"
"Nn5SL1","254","屹兎屋山","キットヤサン","山地","37.21056","140.86750","福島県/阿武隈高地","875","屹兎屋山","　"
"vj4Lt4","255","東大巓","ヒガシダイテン","山地/峰","37.75444","140.18861","福島県山形県/奥羽山脈南部/吾妻山とその周辺/西吾妻山","1928","小吾妻","'西吾妻山'の峰"
"df3Eb7","256","東吾妻山","ヒガシアヅマヤマ","山地","37.71167","140.23028","福島県/奥羽山脈南部/吾妻山とその周辺","1975","東吾妻","　"
"Vb2wTa","257","吾妻小富士","アヅマコフジ","山地/峰","37.72222","140.26361","福島県/奥羽山脈南部/吾妻山とその周辺/東吾妻山","1707","標高点","'東吾妻山'の峰"
"D71pBd","258","安達太良山","アダタラヤマ","山地","37.63306","140.28306","福島県/奥羽山脈南部/吾妻山とその周辺","1710","測定点","Ｈ22三角点標高改訂に伴う標高改訂　"
"l30ijg","259","鉄山","テツザン","山地/峰","37.63306","140.28306","福島県/奥羽山脈南部/吾妻山とその周辺/安達太良山","1710","測定点","'安達太良山'の峰"
"2YZb1j","260","箕輪山","ミノワヤマ","山地","37.64722","140.28083","福島県/奥羽山脈南部/吾妻山とその周辺","1728","標高点","　"
"KUY3Jm","261","鷲ヶ巣山","ワシガスヤマ","山地","38.22194","139.66889","新潟県/朝日山地","1093","鷲ケ巣山","　"
"sQWWrp","262","西吾妻山","ニシアヅマヤマ","山地","37.73389","140.12778","山形県福島県/奥羽山脈南部/吾妻山とその周辺","1982","西吾妻山","　"
"aMVP9s","263","西大巓","ニシダイテン","山地/峰","37.73389","140.12778","山形県福島県/奥羽山脈南部/吾妻山とその周辺/西吾妻山","1982","西吾妻山","'西吾妻山'の峰"
"SIUHRv","264","西吾妻山","ニシアヅマヤマ","山地","37.73833","140.14083","福島県山形県/奥羽山脈南部/吾妻山とその周辺","2035","標高点","　"
"AETAzy","265","蓬田岳","ヨモギダダケ","山地","37.26583","140.53472","福島県/阿武隈高地","952","蓬田岳","　"
"iASthB","266","新保岳","シンボダケ","山地","38.36111","139.51083","新潟県/朝日山地","852","新保岳","　"
"0wRlZE","267","三大明神山","サンダイミョウジンヤマ","山地","37.05194","140.76250","福島県/阿武隈高地","706","標高点","　"
"IsQeHH","268","飯森山","イイモリサン","山地","37.81389","139.92556","山形県福島県/飯豊山地","1596","飯森山","Ｈ22三角点標高改訂　"
"qoP7pK","269","磐梯山","バンダイサン","山地","37.60111","140.07222","福島県/奥羽山脈南部/吾妻山とその周辺","1816","磐梯","Ｈ22三角点再設置　"
"8kO07N","270","朳差岳","エブリサシダケ","山地","37.94250","139.60889","新潟県/飯豊山地","1636","朳差","　"
"QgMSPQ","271","北股岳","キタマタダケ","山地","37.88000","139.63861","新潟県山形県/飯豊山地","2025","梅花皮","　"
"ycLLxT","272","飯豊山","イイデサン","山地","37.85472","139.70722","福島県/飯豊山地","2105","飯豊山","　"
"g8KEfW","273","大日岳","ダイニチダケ","山地","37.83278","139.66028","新潟県/飯豊山地","2128","標高点","　"
"Y4JwXZ","274","二王子岳","ニノウジダケ","山地","37.89972","139.49917","新潟県/飯豊山地","1420","二王子岳","　"
"G0IpG2","275","高陽山","コウヨウザン","山地","37.72917","139.64972","福島県新潟県/飯豊山地","1127","高陽山","　"
"nWHio5","276","八溝山","ヤミゾサン","山地","36.93028","140.27306","茨城県福島県/八溝山/筑波山","1022","八溝山","　"
"5SGb68","277","竪破山","タツワレサン","山地","36.71083","140.56222","茨城県/阿武隈高地","658","立割山","たてわれさん　"
"NOF3Ob","278","小野岳","オノダケ","山地","37.32583","139.88667","福島県/南会津/尾瀬","1384","小野岳","Ｈ22三角点標高改訂　"
"vKDWwe","279","高鈴山","タカスズヤマ","山地","36.62111","140.58778","茨城県/阿武隈高地","623","高鈴山","　"
"dGCPeh","280","男体山","ナンタイサン","山地","36.72417","140.41972","茨城県/阿武隈高地","654","頃藤","　"
"VCBHWk","281","五頭山","ゴズサン","山地","37.80111","139.34556","新潟県/飯豊山地","912","小倉","　"
"DyAAEn","282","三本槍岳","サンボンヤリダケ","山地","37.15028","139.96139","福島県栃木県/那須/日光","1917","三倉山","　"
"luztmq","283","那須岳","ナスダケ","山地","37.12472","139.96306","栃木県/那須/日光","1915","標高点","　"
"3qym4t","284","茶臼岳","チャウスダケ","山地/峰","37.12472","139.96306","栃木県/那須/日光/那須岳","1915","標高点","'那須岳'の峰"
"LmxeMw","285","博士山","ハカセヤマ","山地","37.36306","139.71472","福島県/南会津/尾瀬","1482","博士山","　"
"tiw7uz","286","男鹿岳","オガタケ","山地","37.08528","139.82194","福島県栃木県/那須/日光","1777","男鹿岳","おじかだけ　"
"bev0cC","287","御神楽岳","ミカグラダケ","山地","37.52194","139.42583","新潟県/越後山脈","1386","御神楽岳","　"
"TatSUF","288","大佐飛山","オオサビヤマ","山地","37.06361","139.84444","栃木県/那須/日光","1908","大蛇尾山","　"
"B6sLCI","289","粟ヶ岳","アワガタケ","山地","37.55528","139.18861","新潟県/越後山脈","1293","粟ケ嶽","　"
"j2rEkL","290","七ヶ岳","ナナツガタケ","山地","37.12417","139.65750","福島県/南会津/尾瀬","1636","七ツケ岳","　　"
"0Yqx2O","291","一番岳","イチバンダケ","山地/峰","37.12417","139.65750","福島県/南会津/尾瀬/七ヶ岳","1636","七ツケ岳","'七ヶ岳'の峰"
"IUppKR","292","矢筈岳","ヤハズダケ","山地","37.51250","139.26611","新潟県/越後山脈","1257","矢筈岳","　"
"qQoisU","293","高原山","タカハラヤマ","山地","36.90000","139.77667","栃木県/那須/日光","1795","高原山","　"
"8MnbaX","294","釈迦岳","シャカガダケ","山地/峰","36.90000","139.77667","栃木県/那須/日光/高原山","1795","高原山","'高原山'の峰"
"QIm3T0","295","荒海山","アラカイザン","山地","37.03611","139.64361","福島県栃木県/南会津/尾瀬","1581","標高点","　"
"yEkWB3","296","太郎岳","タロウダケ","山地","37.03611","139.64361","福島県栃木県/南会津/尾瀬","1581","標高点","'荒海山'の別名"
"gAjPj6","297","丸山岳","マルヤマダケ","山地","37.17278","139.33472","福島県/南会津/尾瀬","1820","白戸山","　"
"YwiI19","298","浅草岳","アサクサダケ","山地","37.34361","139.23361","新潟県福島県/越後山脈","1585","浅草岳","　"
"GshAJc","299","朝日岳","アサヒダケ","山地","37.22111","139.33972","福島県/南会津/尾瀬","1624","朝日岳","会津朝日岳（あいづあさひだけ）　"
"oogtrf","300","吾国山","ワガクニサン","山地","36.32194","140.20111","茨城県/八溝山/筑波山","518","吾国山","　"
"6kfm9i","301","守門岳","スモンダケ","山地","37.39778","139.13667","新潟県/越後山脈","1537","守門岳","　"
"OgeeRl","302","弥彦山","ヤヒコヤマ","山地","37.70472","138.80889","新潟県/東頸城丘陵","634","標高点","　"
"wcd7zo","303","駒ヶ岳","コマガタケ","山地","37.04750","139.35361","福島県/南会津/尾瀬","2133","測定点","会津駒ヶ岳（あいづこまがたけ）　"
"e8c0hr","304","帝釈山","タイシャクザン","山地","36.96972","139.46000","福島県栃木県/南会津/尾瀬","2060","帝釈山","　"
"W4aSZu","305","田代山","タシロヤマ","山地","36.97444","139.47833","福島県/南会津/尾瀬","1971","標高点","　"
"E09LHx","306","大地山","オオジヤマ","山地","37.95861","138.47972","新潟県/佐渡","646","大地山","　"
"lW8EpA","307","金北山","キンポクサン","山地","38.10389","138.34972","新潟県/佐渡","1172","金北山","　"
"3S7x7D","308","加波山","カバサン","山地","36.29889","140.14361","茨城県/八溝山/筑波山","709","加波","　"
"LO6pPG","309","毛猛山","ケモウヤマ","山地","37.25667","139.17500","福島県新潟県/越後山脈","1517","岩沢山","　"
"tK5ixJ","310","太郎山","タロウサン","山地","36.81778","139.48278","栃木県/那須/日光","2367","太郎山","　"
"bG4bfM","311","黒岩山","クロイワヤマ","山地","36.90889","139.39361","栃木県群馬県/南会津/尾瀬","2163","黒岩山","　"
"TC33XP","312","未丈が岳","ミジョウガタケ","山地","37.18333","139.18944","新潟県/越後山脈","1553","大鳥岳","　"
"By1WFS","313","女峰山","ニョホウサン","山地","36.81139","139.53639","栃木県/那須/日光","2483","標高点","　"
"ju0PnV","314","小真名子山","コマナゴサン","山地/峰","36.80722","139.51083","栃木県/那須/日光/女峰山","2323","小真子","'女峰山'の峰"
"1pZI5Y","315","筑波山","ツクバサン","山地","36.22528","140.10667","茨城県/八溝山/筑波山","877","測定点","　"
"JlYAO1","316","鬼怒沼山","キヌヌマヤマ","山地","36.88278","139.37167","栃木県群馬県/南会津/尾瀬","2141","鬼怒沼","　"
"rhXtw4","317","荒沢岳","アラサワダケ","山地","37.10056","139.14806","新潟県/越後山脈","1969","荒沢岳","　"
"9dWme7","318","燧ヶ岳","ヒウチガタケ","山地","36.95500","139.28528","福島県/南会津/尾瀬","2356","測定点","　"
"R9VeWa","319","柴安嵓","シバヤスグラ","山地/峰","36.95500","139.28528","福島県/南会津/尾瀬/燧ヶ岳","2356","測定点","'燧ヶ岳'の峰"
"z5U7Ed","320","男体山","ナンタイサン","山地","36.76500","139.49083","栃木県/那須/日光","2486","測定点","　"
"h1T0mg","321","景鶴山","ケイヅルヤマ","山地","36.95694","139.21056","群馬県新潟県/南会津/尾瀬","2004","標高点","　"
"YXRT4j","322","八海山","ハッカイサン","山地","37.10389","139.02472","新潟県/越後山脈","1778","標高点","　"
"GTQLMm","323","入道岳","ニュウドウダケ","山地/峰","37.10389","139.02472","新潟県/越後山脈/八海山","1778","標高点","'八海山'の峰"
"oPPEup","324","横根山","ヨコネヤマ","山地","36.61972","139.52222","栃木県/那須/日光","1373","横根","　"
"6LOxcs","325","中ノ岳","ナカノダケ","山地","37.08528","139.07750","新潟県/越後山脈","2085","中ノ岳","　"
"OHNpUv","326","駒ヶ岳","コマガタケ","山地","37.12361","139.07528","新潟県/越後山脈","2003","越駒ケ岳","越後駒ヶ岳（えちごこまがたけ）魚沼駒ヶ岳（うおぬまこまがたけ）　"
"wDMiCy","327","平ヶ岳","ヒラガタケ","山地","37.00194","139.17083","群馬県新潟県/南会津/尾瀬","2141","標高点","　"
"ezLbkB","328","白根山","シラネサン","山地","36.79861","139.37583","群馬県栃木県/那須/日光","2578","標高点","日光白根山（にっこうしらねさん）　"
"WvK42E","329","至仏山","シブツサン","山地","36.90361","139.17333","群馬県/南会津/尾瀬","2228","至仏山","　"
"ErIWKH","330","下津川山","シモツゴウヤマ","山地","36.99472","139.05000","新潟県群馬県/越後山脈","1928","下津川山","　"
"mnHPsK","331","庚申山","コウシンザン","山地","36.67306","139.36111","栃木県/那須/日光","1892","標高点","　"
"4jGIaN","332","皇海山","スカイサン","山地","36.69000","139.33694","栃木県群馬県/那須/日光","2143","皇海山","Ｈ23三角点標高改訂　"
"MfFASQ","333","巻機山","マキハタヤマ","山地","36.97861","138.96417","群馬県新潟県/越後山脈","1967","標高点","　"
"ubEtAT","334","武尊山","ホタカヤマ","山地","36.80528","139.13250","群馬県/南会津/尾瀬","2158","武尊山","沖武尊山（おきほたかやま）　"
"c7DmiW","335","袈裟丸山","ケサマルヤマ","山地","36.64944","139.32722","栃木県群馬県/那須/日光","1961","測定点","　"
"U3Cf0Z","336","大源太山","ダイゲンタサン","山地","36.90250","138.92694","新潟県/越後山脈","1598","標高点","　"
"BZB7J2","337","黒姫山","クロヒメサン","山地","37.22611","138.59222","新潟県/東頸城丘陵","891","測定点","　"
"jVA0r5","338","朝日岳","アサヒダケ","山地","36.88056","138.97250","群馬県/越後山脈","1945","笠ケ岳","　"
"1RyT98","339","白毛門","シラガモン","山地/峰","36.85972","138.96722","群馬県/越後山脈/朝日岳","1720","標高点","'朝日岳'の峰"
"JNxLRb","340","米山","ヨネヤマ","山地","37.28944","138.48389","新潟県/東頸城丘陵","993","米山","　"
"rJwEze","341","万太郎山","マンタロウサン","山地","36.82417","138.87917","群馬県新潟県/越後山脈","1954","万太郎","　"
"9Fvxhh","342","谷川岳","タニガワダケ","山地","36.84917","138.91667","群馬県新潟県/越後山脈","1978","標高点","　"
"RBupZk","343","オキノ耳","オキノミミ","山地/峰","36.83722","138.93000","群馬県新潟県/越後山脈/谷川岳","1977","標高点","'谷川岳'の峰"
"zxtiHn","344","赤城山","アカギサン","山地","36.56028","139.19333","群馬県/那須/日光","1828","黒檜山","赤城山（あかぎやま）　"
"htsbpq","345","地蔵岳","ジゾウダケ","山地/峰","36.54111","139.17722","群馬県/那須/日光/赤城山","1674","赤城山","'赤城山'の峰"
"Zpr47t","346","吾妻耶山","アヅマヤサン","山地","36.74639","138.92722","群馬県/越後山脈","1341","標高点","　"
"HlpWPw","347","仙ノ倉山","センノクラヤマ","山地","36.81750","138.83944","群馬県新潟県/越後山脈","2026","千倉山","　"
"phoPxz","348","菱ヶ岳","ヒシガタケ","山地","37.03222","138.49333","新潟県/東頸城丘陵","1129","菱ケ岳","　"
"7dnIfC","349","子持山","コモチヤマ","山地","36.59194","138.99778","群馬県/苗場山/白根山/浅間山","1296","子持山","　"
"P9mAXF","350","苗場山","ナエバサン","山地","36.84583","138.69028","新潟県長野県/苗場山/白根山/浅間山","2145","苗場山","　"
"x5ltFI","351","鳥甲山","トリカブトヤマ","山地","36.83917","138.58389","長野県/苗場山/白根山/浅間山","2038","鳥甲","　"
"f1kmnL","352","白砂山","シラスナヤマ","山地","36.73806","138.69333","群馬県長野県/苗場山/白根山/浅間山","2140","西川浦","　"
"WXjf5O","353","佐武流山","サブリュウヤマ","山地","36.77222","138.67056","新潟県長野県/苗場山/白根山/浅間山","2192","佐武流","　"
"ETi7NR","354","榛名山","ハルナサン","山地","36.47750","138.85083","群馬県/苗場山/白根山/浅間山","1449","標高点","　"
"mPh0vU","355","掃部ヶ岳","カモンガタケ","山地/峰","36.47750","138.85083","群馬県/苗場山/白根山/浅間山/榛名山","1449","標高点","'榛名山'の峰"
"4LfTdX","356","岩菅山","イワスゲヤマ","山地","36.75278","138.56806","長野県/苗場山/白根山/浅間山","2341","標高点","いわすごやま＜うらいわすごやま＞　"
"MHeLW0","357","裏岩菅山","ウライワスゲヤマ","山地/峰","36.75278","138.56806","長野県/苗場山/白根山/浅間山/岩菅山","2341","標高点","'岩菅山'の峰"
"uDdEE3","358","清澄山","キヨスミヤマ","山地","35.16250","140.15222","千葉県/房総/三浦","377","標高点","　"
"czcxm6","359","妙見山","ミョウケンヤマ","山地/峰","35.16250","140.15222","千葉県/房総/三浦/清澄山","377","標高点","'清澄山'の峰"
"Uvbq49","360","鹿野山","カノウザン","山地","35.25556","139.97167","千葉県/房総/三浦","379","測定点","標高は白鳥峰の標高を示す。　"
"CraiMc","361","高社山","コウシャサン","山地","36.79917","138.40389","長野県/苗場山/白根山/浅間山","1351","高社山","たかやしろやま　"
"kn9buf","362","高井富士","タカイフジ","山地","36.79917","138.40389","長野県/苗場山/白根山/浅間山","1351","高社山","'高社山'の別名"
"2j84ci","363","志賀山","シガヤマ","山地","36.70028","138.51583","長野県/苗場山/白根山/浅間山","2037","標高点","　"
"Kf6WUl","364","浅間隠山","アサマカクシヤマ","山地","36.45361","138.65250","群馬県/苗場山/白根山/浅間山","1757","浅間隠シ","　"
"sb5PCo","365","堂平山","ドウダイラサン","山地","36.00583","139.19000","埼玉県/関東山地","876","堂平山","　"
"a74Ikr","366","横手山","ヨコテヤマ","山地","36.66889","138.52583","群馬県長野県/苗場山/白根山/浅間山","2307","標高点","　"
"S33B2u","367","愛宕山","アタゴヤマ","山地","35.11500","139.98694","千葉県/房総/三浦","408","二ツ山","　"
"zZ2tKx","368","白根山","シラネサン","山地","36.64389","138.52778","群馬県/苗場山/白根山/浅間山","2160","標高点","草津白根山（くさつしらねさん）　"
"hV1msA","369","本白根山","モトシラネサン","山地","36.62278","138.53194","群馬県/苗場山/白根山/浅間山","2171","標高点","　"
"ZR0faD","370","斑尾山","マダラオヤマ","山地","36.83750","138.27444","長野県/東頸城丘陵","1382","斑尾山","　"
"HMZ7SG","371","笠ヶ岳","カサガタケ","山地","36.67667","138.48139","長野県/苗場山/白根山/浅間山","2076","笠ケ岳","　"
"pIY0AJ","372","伊豆ヶ岳","イズガタケ","山地","35.92694","139.16056","埼玉県/関東山地","851","伊豆岳","　"
"7EWTiM","373","鼻曲山","ハナマガリヤマ","山地","36.41083","138.64556","群馬県/苗場山/白根山/浅間山","1655","標高点","　"
"PAVM0P","374","妙高山","ミョウコウサン","山地","36.89139","138.11333","新潟県/妙高山とその周辺","2454","標高点","　"
"xwUEIS","375","御荷鉾山","ミカボヤマ","山地","36.15222","138.91833","群馬県/関東山地","1286","西御荷鉾","　"
"fsTxqV","376","西御荷鉾山","ニシミカボヤマ","山地/峰","36.15222","138.91833","群馬県/関東山地/御荷鉾山","1286","西御荷鉾","'御荷鉾山'の峰"
"XoSq8Y","377","鋸山","ノコギリヤマ","山地","35.16028","139.84083","千葉県/房総/三浦","329","鋸山","　"
"FkRiR1","378","鉾ヶ岳","ホコガタケ","山地","37.02861","138.02639","新潟県/妙高山とその周辺","1316","鉾ケ岳","　"
"ngQbz4","379","妙義山","ミョウギサン","山地","36.29861","138.74889","群馬県/関東山地","1104","相馬ケ岳","　"
"5cP4h7","380","相馬岳","ソウマダケ","山地/峰","36.29861","138.74889","群馬県/関東山地/妙義山","1104","相馬ケ岳","'妙義山'の峰"
"N8NWZa","381","伊予ヶ岳","イヨガタケ","山地","35.10722","139.91389","千葉県/房総/三浦","337","伊予岳","　"
"v4MPHd","382","武甲山","ブコウサン","山地","35.95167","139.09778","埼玉県/関東山地","1304","測定点","　"
"d0LIpg","383","二子山","フタゴヤマ","山地","36.06972","138.86361","埼玉県/関東山地","1166","二子山","　"
"UWKB7j","384","富山","トミサン","山地","35.09889","139.88139","千葉県/房総/三浦","350","富山","　"
"CSJtPm","385","焼山","ヤケヤマ","山地","36.92083","138.03583","新潟県/妙高山とその周辺","2400","焼山","　"
"kOImxp","386","川乗山","カワノリヤマ","山地","35.85083","139.10694","東京都/関東山地","1363","火打石","川苔山（かわのりやま）　"
"2KHffs","387","四阿山","アズマヤサン","山地","36.54917","138.39528","長野県/苗場山/白根山/浅間山","2207","標高点","　"
"KGG7Xv","388","根子岳","ネコダケ","山地/峰","36.54917","138.39528","長野県/苗場山/白根山/浅間山/四阿山","2207","標高点","'四阿山'の峰"
"sCF0Fy","389","鋸岳","ノコギリダケ","山地","36.93194","137.96889","新潟県/妙高山とその周辺/海谷山地","1631","鬼ケ面","　"
"ayDTnB","390","四阿山","アズマヤサン","山地","36.54167","138.41306","長野県群馬県/苗場山/白根山/浅間山","2354","標高点","　"
"SuCM5E","391","浅間山","アサマヤマ","山地","36.40667","138.52306","群馬県長野県/苗場山/白根山/浅間山","2568","標高点","　"
"AqBENH","392","赤久縄山","アカグナヤマ","山地","36.14361","138.84333","群馬県/関東山地","1522","赤久縄","　"
"imAxvK","393","酉谷山","トリダニヤマ","山地","35.89722","139.01028","埼玉県東京都/関東山地","1718","小川","黒ドッケ（くろどっけ）　"
"0izqdN","394","火打山","ヒウチヤマ","山地","36.92278","138.06806","新潟県/妙高山とその周辺","2462","火打山","　"
"IeyiVQ","395","黒姫山","クロヒメヤマ","山地","36.81333","138.12722","長野県/妙高山とその周辺","2053","標高点","　"
"qaxbDT","396","大岳山","オオダケサン","山地","35.76528","139.13028","東京都/関東山地","1266","大岳","　"
"86w4lW","397","荒船山","アラフネヤマ","山地","36.20389","138.63722","群馬県長野県/関東山地","1423","荒船山","　"
"Q2uX3Z","398","飯縄山","イイヅナヤマ","山地","36.73944","138.13361","長野県/妙高山とその周辺","1917","飯縄山","　"
"xYtPM2","399","飯綱山","イイヅナヤマ","山地","36.73944","138.13361","長野県/妙高山とその周辺","1917","飯縄山","'飯縄山'の別名"
"fUsIu5","400","雨飾山","アマカザリヤマ","山地","36.90194","137.96250","新潟県長野県/妙高山とその周辺","1963","雨飾山","　"
"XQrBc8","401","高妻山","タカツマヤマ","山地","36.80000","138.05194","新潟県長野県/妙高山とその周辺","2353","高妻山","　"
"FMqtUb","402","両神山","リョウカミサン","山地","36.02333","138.84139","埼玉県/関東山地","1723","両神山","　"
"nIpmCe","403","湯ノ丸山","ユノマルヤマ","山地","36.43472","138.40111","長野県群馬県/苗場山/白根山/浅間山","2101","標高点","　"
"5Eofkh","404","高尾山","タカオサン","山地","35.62528","139.24361","東京都/関東山地","599","高尾山","　"
"NAn82k","405","陣馬山","ジンバサン","山地","35.65222","139.16667","東京都神奈川県/関東山地","855","陣馬峰","　"
"vwm0Kn","406","陣場山","ジンバサン","山地","35.65222","139.16667","東京都神奈川県/関東山地","855","陣馬峰","'陣馬山'の別名"
"dskTsq","407","戸隠山","トガクシヤマ","山地","36.77028","138.05500","長野県/妙高山とその周辺","1904","標高点","　"
"VojMat","408","駒ヶ岳","コマガタケ","山地","36.94278","137.94833","新潟県/妙高山とその周辺","1498","標高点","　"
"DkiESw","409","篭ノ登山","カゴノトヤマ","山地","36.41944","138.44722","長野県群馬県/苗場山/白根山/浅間山","2227","籠塔山","　"
"lghxAz","410","東篭ノ登山","ヒガシカゴノトヤマ","山地/峰","36.41944","138.44722","長野県群馬県/苗場山/白根山/浅間山/篭ノ登山","2227","籠塔山","'篭ノ登山'の峰"
"3cgqiC","411","大楠山","オオグスヤマ","山地","35.25000","139.62806","神奈川県/房総/三浦","241","大楠山","　"
"L8fj0F","412","雲取山","クモトリヤマ","山地","35.85556","138.94389","埼玉県東京都/関東山地","2017","雲取山","　"
"t4ebII","413","三頭山","ミトウサン","山地","35.73917","139.01389","東京都/関東山地","1531","標高点","　"
"b0d4qL","414","唐松尾山","カラマツオヤマ","山地","35.86778","138.84528","埼玉県山梨県/関東山地","2109","唐松尾","　"
"SWbX8O","415","白石山","ハクセキサン","山地","35.89944","138.87806","埼玉県/関東山地","2036","白石","しろいしやま・和名倉山（わなぐらやま）　"
"ASaPQR","416","黒姫山","クロヒメヤマ","山地","36.97667","137.79000","新潟県/飛驒山脈北部","1222","黒姫山","　"
